Frequent 0-itemsets:
90 218 11 6 (9329)
90 1 11 6 (10027)
90 11 3 6 (8079)
69 148 218 11 (5210)
69 148 218 6 (5570)
69 148 11 6 (5658)
69 218 11 6 (5960)
69 1 11 6 (6709)
69 11 3 6 (7456)
446 148 218 6 (5269)
446 148 11 6 (5197)
446 218 11 6 (5504)
446 1 11 6 (6288)
446 11 3 6 (6475)
136 148 218 11 (5140)
136 148 218 6 (5563)
136 148 11 6 (5584)
136 218 11 6 (5890)
136 1 11 6 (7700)
136 11 3 6 (7494)
40 148 218 11 (6092)
40 148 218 6 (6748)
40 148 11 6 (6642)
40 218 11 6 (6909)
40 1 11 6 (7641)
40 11 3 6 (7782)
316 148 218 11 (5426)
316 148 218 6 (5789)
316 148 11 6 (5872)
316 218 11 6 (6130)
316 1 11 6 (7006)
316 11 3 6 (7575)
83 148 218 11 (6057)
83 148 218 6 (6570)
83 148 11 6 (6628)
83 27 7 11 (8965)
83 27 7 6 (10865)
83 27 11 6 (10546)
83 27 3 6 (5563)
83 7 1 6 (5555)
83 7 11 3 (5735)
83 7 11 6 (12961)
83 7 3 6 (7020)
83 218 11 6 (7108)
83 1 11 6 (8782)
83 11 3 6 (10487)
138 148 218 11 (6245)
138 148 218 6 (6995)
138 148 11 6 (6830)
138 7 11 6 (6012)
138 218 11 6 (7291)
138 1 11 6 (9028)
138 11 3 6 (9373)
2 148 218 6 (5427)
2 148 11 6 (5382)
2 7 11 6 (6122)
2 218 11 6 (5709)
2 1 11 6 (6874)
2 11 3 6 (8934)
77 64 11 6 (5407)
77 148 218 1 (5096)
77 148 218 11 (8477)
77 148 218 6 (9209)
77 148 1 11 (5095)
77 148 1 6 (5447)
77 148 11 6 (9293)
77 27 11 6 (5946)
77 7 11 6 (7372)
77 218 1 11 (5218)
77 218 1 6 (5762)
77 218 11 6 (9707)
77 1 11 3 (4969)
77 1 11 6 (11340)
77 1 3 6 (5749)
77 11 3 6 (13198)
64 148 218 1 (5237)
64 148 218 11 (8754)
64 148 218 6 (9597)
64 148 1 11 (5164)
64 148 1 6 (5539)
64 148 11 6 (9455)
64 27 11 6 (5820)
64 7 11 6 (7060)
64 218 1 11 (5341)
64 218 1 6 (5927)
64 218 11 6 (9973)
64 218 3 6 (5013)
64 1 11 3 (5109)
64 1 11 6 (11640)
64 1 3 6 (6050)
64 11 3 6 (13146)
55 1 11 6 (6234)
55 11 3 6 (10195)
148 27 7 218 (7611)
148 27 7 11 (7643)
148 27 7 6 (8259)
148 27 218 1 (5637)
148 27 218 11 (9925)
148 27 218 6 (10684)
148 27 1 11 (5635)
148 27 1 6 (5982)
148 27 11 6 (10779)
148 27 3 6 (5117)
148 7 218 1 (6801)
148 7 218 11 (12071)
148 7 218 3 (5844)
148 7 218 6 (13204)
148 7 1 11 (6750)
148 7 1 6 (7263)
148 7 11 3 (5804)
148 7 11 6 (13216)
148 7 3 6 (6394)
148 218 1 11 (22502)
148 218 1 3 (10885)
148 218 1 6 (24709)
148 218 11 3 (21630)
148 218 11 6 (49866)
148 218 3 6 (24526)
148 1 11 3 (10544)
148 1 11 6 (24242)
148 1 3 6 (11705)
148 11 3 6 (23969)
27 7 218 11 (8172)
27 7 218 6 (9048)
27 7 1 11 (10384)
27 7 1 3 (5511)
27 7 1 6 (11895)
27 7 11 3 (13689)
27 7 11 6 (30567)
27 7 3 6 (16581)
27 218 1 11 (5863)
27 218 1 6 (6384)
27 218 11 3 (5121)
27 218 11 6 (11562)
27 218 3 6 (5738)
27 1 11 3 (6703)
27 1 11 6 (14906)
27 1 3 6 (7920)
27 11 3 6 (20086)
4 1 11 6 (6339)
4 11 3 6 (11494)
7 218 1 11 (7063)
7 218 1 6 (7826)
7 218 11 3 (6307)
7 218 11 6 (14267)
7 218 3 6 (7228)
7 1 11 3 (8087)
7 1 11 6 (18035)
7 1 3 6 (9646)
7 11 3 6 (24971)
218 1 11 3 (11176)
218 1 11 6 (25608)
218 1 3 6 (13060)
218 11 3 6 (26501)
1 11 3 6 (37743)
Frequent 5-itemsets:
itemset (occurrence)
255 148 218 11 6 (6993)
86 85 83 7 11 (5067)
86 85 83 7 6 (6318)
86 85 83 11 6 (5081)
86 85 27 7 6 (5271)
86 85 7 11 6 (5927)
86 83 7 11 6 (5133)
85 83 7 11 6 (5425)
747 148 218 11 6 (4986)
321 27 7 11 6 (5206)
229 148 218 11 6 (5445)
254 148 218 11 6 (6170)
28 32 27 7 11 (5710)
28 32 27 7 6 (6707)
28 32 27 11 6 (5891)
28 32 7 11 6 (7153)
28 27 7 11 6 (5713)
32 27 7 11 6 (6110)
155 148 218 11 6 (5899)
364 148 218 11 6 (5745)
25 148 218 11 6 (7155)
512 148 218 11 6 (6034)
897 27 7 11 6 (7613)
504 148 218 11 6 (5109)
56 148 218 11 6 (5581)
273 148 218 11 6 (5750)
987 148 218 1 6 (4977)
987 148 218 11 6 (8124)
987 148 1 11 6 (5788)
135 148 218 11 6 (6205)
87 27 7 11 6 (10027)
87 27 7 3 6 (5336)
87 7 11 3 6 (5645)
438 148 218 11 6 (5501)
278 27 7 11 6 (6866)
303 148 218 11 6 (7140)
205 27 7 11 6 (8932)
205 27 11 3 6 (4962)
90 148 218 1 11 (5500)
90 148 218 1 6 (5727)
90 148 218 11 6 (8672)
90 148 1 11 6 (5702)
90 218 1 11 6 (5850)
69 148 218 11 6 (5202)
136 148 218 11 6 (5125)
40 148 218 11 6 (6078)
316 148 218 11 6 (5415)
83 148 218 11 6 (6052)
83 27 7 11 6 (8956)
83 7 11 3 6 (5726)
138 148 218 11 6 (6227)
77 148 218 1 6 (5044)
77 148 218 11 6 (8459)
77 148 1 11 6 (5088)
77 218 1 11 6 (5210)
64 148 218 1 6 (5180)
64 148 218 11 6 (8737)
64 148 1 11 6 (5152)
64 218 1 11 6 (5323)
64 1 11 3 6 (5042)
148 27 7 218 11 (7026)
148 27 7 218 6 (7551)
148 27 7 11 6 (7632)
148 27 218 1 11 (5283)
148 27 218 1 6 (5591)
148 27 218 11 6 (9911)
148 27 1 11 6 (5630)
148 7 218 1 11 (6290)
148 7 218 1 6 (6748)
148 7 218 11 3 (5276)
148 7 218 11 6 (12057)
148 7 218 3 6 (5771)
148 7 1 11 6 (6743)
148 7 11 3 6 (5790)
148 218 1 11 3 (9686)
148 218 1 11 6 (22444)
148 218 1 3 6 (10638)
148 218 11 3 6 (21528)
148 1 11 3 6 (10493)
27 7 218 11 6 (8159)
27 7 1 11 6 (10347)
27 7 1 3 6 (5309)
27 7 11 3 6 (13574)
27 218 1 11 6 (5855)
27 218 11 3 6 (5098)
27 1 11 3 6 (6624)
7 218 1 11 6 (7055)
7 218 11 3 6 (6286)
7 1 11 3 6 (8002)
218 1 11 3 6 (11091)
Frequent 6-itemsets:
itemset (occurrence)
86 85 83 7 11 6 (5064)
28 32 27 7 11 6 (5672)
90 148 218 1 11 6 (5496)
148 27 7 218 11 6 (7018)
148 27 218 1 11 6 (5280)
148 7 218 1 11 6 (6287)
148 7 218 11 3 6 (5266)
148 218 1 11 3 6 (9657)
